sno,serialno,Computer_FileNO,IncidentDistrict,PermanentDistrict,year_INC_NEP,age_2,Age,Year,Event_Date,Region2,Region1,Mobility,IncidentOutcome,Killed_Type,By_State,By_Maoist,Other_Perpetrators,Gender,MaritalStatus,LanguageGroup,CasteGroup,Partyaffiliation,EconomicStatus,Education,OccupationCategory,Informer,LivelihoodDependence,Compensation,Displacement,DisplacementResettlement,IncidentVictim
47,2,8614,BAGLUNG,52,2060,,19,2004,22/04/2004,3,2,1,1,1,1,0,0,0,2,1,2,5,3,5,9,,1,1,0,0,0
47,4,2999,BAGLUNG,47,2060,,48,2003,08/12/2003,3,2,2,1,3,1,0,0,0,1,1,5,99,4,6,1,,1,1,0,0,0
47,6,6680,BAGLUNG,54,2061,,23,2005,21/03/2005,3,2,1,1,1,1,0,0,0,2,1,2,5,2,5,9,,1,1,0,0,0
47,7,7158,BAGLUNG,6,2062,,35,2005,20/12/2005,3,2,0,1,1,0,1,0,0,1,5,2,99,3,4,6,,1,1,0,0,0
47,9,2298,BAGLUNG,47,2059,,28,2002,11/11/2002,3,2,2,1,1,1,0,0,0,1,1,5,99,4,8,1,,1,1,0,0,0
47,10,676,BAGLUNG,73,2058,,26,2002,10/03/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,3,5,,1,1,0,0,0
47,23,923,BAGLUNG,36,2057,,23,2000,18/11/2000,3,2,0,1,1,0,1,0,0,1,10,2,99,3,5,5,,1,1,0,0,0
47,34,3698,BAGLUNG,47,2060,,24,2003,26/11/2003,3,2,2,2,9,1,0,0,0,2,10,2,5,3,5,9,,1,1,0,0,-88
47,39,5092,BAGLUNG,54,2060,,20,2004,01/04/2004,3,2,1,1,1,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
47,44,3095,BAGLUNG,47,2061,,62,2004,18/04/2004,3,2,2,3,9,0,0,1,0,1,1,2,99,3,8,1,,1,1,1,0,-88
47,47,3705,BAGLUNG,47,2057,,34,2000,18/11/2000,3,2,2,1,1,1,0,0,0,1,1,2,5,3,4,9,,1,1,0,0,0
47,50,8721,BAGLUNG,52,2060,,20,2004,20/03/2004,3,2,1,1,1,1,0,0,0,2,10,2,5,4,6,9,,1,1,0,0,0
47,52,6790,BAGLUNG,54,2060,,28,2003,21/10/2003,3,2,1,1,2,1,0,0,0,2,1,1,5,3,6,9,,1,1,0,0,0
47,54,6823,BAGLUNG,38,2059,,24,2002,12/11/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,4,4,6,,1,1,0,0,0
47,57,3083,BAGLUNG,47,2061,,30,2004,04/11/2004,3,2,2,3,9,1,0,0,0,1,1,5,5,4,7,9,,1,1,0,0,-88
47,58,2077,BAGLUNG,47,2061,,5,2004,25/04/2004,3,2,2,1,6,0,1,0,0,2,1,5,99,4,7,1,,1,1,0,0,0
47,60,2964,BAGLUNG,47,2062,,22,2006,27/01/2006,3,2,2,1,5,0,1,0,0,1,1,2,5,4,5,9,,1,1,0,0,0
47,70,5304,BAGLUNG,26,2060,,26,2004,11/01/2004,3,2,0,1,1,0,1,0,0,1,1,1,99,5,9,6,,1,1,0,0,0
47,75,2084,BAGLUNG,38,2057,,23,2000,26/10/2000,3,2,0,1,0,0,1,0,0,1,1,1,99,3,4,5,,1,1,0,0,0
47,79,7729,BAGLUNG,5,2060,,27,2003,30/12/2003,3,2,0,1,1,0,1,0,0,1,19,3,99,5,9,6,,3,0,0,0,0
47,87,3005,BAGLUNG,47,2057,,17,2000,03/09/2000,3,2,2,1,3,0,0,1,0,2,13,2,5,4,4,9,,1,1,0,0,0
47,89,5554,BAGLUNG,37,2060,,36,2003,24/12/2003,3,2,0,1,4,0,1,0,0,1,2,2,99,2,5,6,,2,1,0,0,0
47,98,8159,BAGLUNG,26,2061,,24,2004,07/11/2004,3,2,0,1,1,0,1,0,0,2,1,1,99,5,9,5,,3,1,0,0,0
47,99,8806,BAGLUNG,52,2061,,30,2005,24/03/2005,3,2,1,1,1,1,0,0,0,6,1,2,5,3,5,9,,1,1,0,0,0
47,100,2072,BAGLUNG,47,2060,,29,2004,21/03/2004,3,2,2,1,1,1,0,0,0,1,10,2,5,3,3,9,,1,1,0,0,0
47,103,2925,BAGLUNG,47,,,54,2004,15/08/2004,3,2,2,1,3,0,1,0,0,1,1,2,99,4,7,1,1,1,1,0,0,0
47,105,6688,BAGLUNG,54,2061,,23,2005,21/03/2005,3,2,1,1,1,1,0,0,0,2,1,5,5,2,3,9,,1,1,0,0,0
47,108,3643,BAGLUNG,41,2062,,26,2005,08/11/2005,3,2,0,1,4,0,1,0,0,1,1,1,99,3,4,5,,2,1,0,0,0
47,113,6424,BAGLUNG,45,2057,,22,2000,18/11/2000,3,2,0,1,0,0,1,0,0,2,1,1,99,3,3,5,,1,1,0,0,0
47,122,2271,BAGLUNG,47,2059,,24,2002,11/11/2002,3,2,2,1,0,1,0,0,0,2,1,1,99,4,6,1,,1,1,0,0,0
47,126,5918,BAGLUNG,49,2060,21,21,2004,23/03/2004,3,2,1,1,1,1,0,0,0,2,1,2,5,4,6,9,,1,0,0,0,0
47,130,1842,BAGLUNG,38,2059,24,24,2002,12/11/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,4,4,6,,1,1,0,0,0
47,131,3113,BAGLUNG,39,2055,,24,1999,10/04/1999,3,2,0,1,0,0,1,0,0,1,1,1,99,3,5,5,,1,1,0,0,0
47,132,6679,BAGLUNG,54,2061,,19,2004,31/07/2004,3,2,1,1,1,1,0,0,1,2,1,1,5,3,4,9,,1,1,0,0,0
47,139,2292,BAGLUNG,74,2058,,28,2001,11/07/2001,3,2,0,1,2,0,1,0,0,1,4,2,99,3,4,5,,1,1,0,0,0
47,142,10344,BAGLUNG,52,2062,,18,2005,31/05/2005,3,2,1,1,5,0,1,0,0,2,1,2,5,4,6,9,,1,1,0,0,0
45,144,1206,ARGHAKHANCHI,44,2061,,24,2004,11/10/2004,3,2,1,1,2,1,0,0,1,2,10,2,5,3,4,1,,1,1,0,0,0
45,146,1291,ARGHAKHANCHI,72,2062,,27,2005,25/06/2005,3,2,0,1,1,0,1,0,0,1,1,5,99,2,5,6,,1,1,0,0,0
45,147,7774,ARGHAKHANCHI,62,2059,,16,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,3,5,15,,1,1,0,0,0
45,148,580,ARGHAKHANCHI,29,2061,,22,2004,15/12/2004,3,2,0,1,4,0,1,0,0,1,1,1,99,2,4,6,,1,1,0,0,0
45,149,11248,ARGHAKHANCHI,54,2061,,22,2004,24/06/2004,3,2,0,1,1,1,0,0,1,2,1,5,5,4,6,9,,1,1,0,0,0
45,151,4352,ARGHAKHANCHI,54,2062,,31,2005,18/05/2005,3,2,0,1,1,1,0,0,0,2,1,2,5,3,4,9,,1,1,0,0,0
45,152,4265,ARGHAKHANCHI,41,2059,,31,2002,09/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,4,5,5,,1,1,0,0,0
45,154,856,ARGHAKHANCHI,57,2059,,33,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,6,6,,1,1,0,0,0
45,155,315,ARGHAKHANCHI,48,2059,25,25,2002,09/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,4,5,6,,1,1,0,0,0
45,156,4156,ARGHAKHANCHI,58,2059,,20,2002,08/08/2002,3,2,0,3,9,1,0,0,0,1,1,1,5,3,4,9,,1,0,0,0,-88
45,157,3783,ARGHAKHANCHI,53,2059,,27,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,158,4728,ARGHAKHANCHI,15,2059,,30,2002,08/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,5,9,6,,1,1,0,0,0
45,159,827,ARGHAKHANCHI,36,2059,,27,2002,09/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,3,5,6,,1,1,0,0,0
45,160,5865,ARGHAKHANCHI,45,2062,,16,2005,22/05/2005,3,2,2,1,0,1,0,0,1,2,1,1,5,5,5,9,,3,1,0,0,0
45,161,319,ARGHAKHANCHI,46,2059,0,,2002,08/09/2002,3,2,1,1,1,0,1,0,0,1,1,1,99,2,4,5,,1,1,0,0,0
45,162,6072,ARGHAKHANCHI,49,2059,,21,2002,08/09/2002,3,2,0,1,0,1,0,0,0,2,1,2,5,4,4,9,,1,1,0,0,0
45,163,1347,ARGHAKHANCHI,56,2062,,24,2005,25/06/2005,3,2,0,1,1,0,1,0,0,1,5,2,99,2,6,6,,1,1,0,0,0
45,164,11329,ARGHAKHANCHI,56,2062,,21,2006,28/02/2006,3,2,0,1,1,0,1,0,0,2,1,9,99,2,5,6,,1,1,0,0,0
45,165,6550,ARGHAKHANCHI,54,2059,,15,2002,13/11/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,3,4,9,,1,1,0,0,0
45,166,5921,ARGHAKHANCHI,58,2060,,23,2003,10/09/2003,3,2,0,1,1,1,0,0,0,2,1,5,5,4,5,9,,3,1,0,0,0
45,167,1188,ARGHAKHANCHI,66,2062,,18,2006,28/02/2006,3,2,0,1,1,1,0,0,1,2,1,1,5,4,5,9,,1,1,0,0,0
45,169,864,ARGHAKHANCHI,57,2062,,21,2005,25/06/2005,3,2,0,1,1,0,1,0,0,1,1,1,99,2,5,3,,1,1,0,0,0
45,170,5303,ARGHAKHANCHI,26,2059,,22,2002,08/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,5,9,6,,1,1,0,0,0
45,171,5200,ARGHAKHANCHI,41,2059,,24,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,2,99,3,5,5,,1,1,0,0,0
45,172,350,ARGHAKHANCHI,46,2059,,41,2002,08/09/2002,3,2,1,1,1,0,1,0,0,1,10,2,99,3,4,5,,1,1,0,0,0
45,173,6516,ARGHAKHANCHI,54,2059,,23,2002,09/12/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,3,4,9,,1,1,0,0,0
45,174,5813,ARGHAKHANCHI,37,2061,,24,2004,17/06/2004,3,2,0,1,1,0,1,0,0,1,4,2,99,3,5,5,,1,1,0,0,0
45,175,800,ARGHAKHANCHI,57,2059,,18,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,2,5,3,5,9,,1,1,0,0,0
45,176,3235,ARGHAKHANCHI,42,2059,,20,2002,08/09/2002,3,2,1,1,1,0,1,0,0,2,9,4,99,3,5,5,,1,1,0,0,0
45,177,6368,ARGHAKHANCHI,45,2062,,13,2005,18/06/2005,3,2,2,1,6,0,0,1,1,2,1,2,99,4,6,15,,1,1,0,0,0
45,178,3155,ARGHAKHANCHI,39,2059,,35,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,3,5,,1,1,0,0,0
45,179,352,ARGHAKHANCHI,48,2059,39,39,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,2,99,4,4,5,,1,1,0,0,0
45,180,3267,ARGHAKHANCHI,41,2059,,22,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,2,99,3,5,3,,1,1,0,0,0
45,181,309,ARGHAKHANCHI,29,2061,,23,2004,09/12/2004,3,2,0,1,1,0,1,0,0,1,1,1,99,2,3,6,,3,0,0,0,0
45,182,5600,ARGHAKHANCHI,37,2061,,21,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,2,99,4,5,6,,1,1,0,0,0
45,183,5682,ARGHAKHANCHI,37,2060,,22,2003,25/06/2003,3,2,0,1,1,0,1,0,0,1,1,5,99,4,6,5,,1,1,0,0,0
45,184,8595,ARGHAKHANCHI,52,2059,,18,2002,29/08/2002,3,2,0,1,1,1,0,0,0,2,1,2,5,3,4,9,,1,1,0,0,0
45,185,1942,ARGHAKHANCHI,38,2059,,30,2002,19/08/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,3,5,,3,1,0,0,0
45,186,1213,ARGHAKHANCHI,68,2062,,16,2006,28/02/2006,3,2,0,1,1,1,0,0,0,2,1,5,5,4,6,9,,1,1,0,0,0
45,189,1281,ARGHAKHANCHI,72,2061,,20,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,1,99,4,7,6,,1,1,0,0,0
45,190,8795,ARGHAKHANCHI,52,2059,,34,2002,09/10/2002,3,2,0,1,1,1,0,0,0,1,1,5,5,4,6,9,,1,1,0,0,0
45,191,494,ARGHAKHANCHI,57,2059,,25,2002,08/09/2002,3,2,0,1,1,1,0,0,0,1,1,5,5,4,6,9,,1,1,0,0,0
45,192,10818,ARGHAKHANCHI,61,2058,,20,2001,26/10/2001,3,2,0,1,1,1,0,0,0,6,1,1,5,5,9,9,,3,1,0,0,0
45,193,376,ARGHAKHANCHI,55,2059,,25,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,4,6,,2,1,0,0,0
45,194,9345,ARGHAKHANCHI,21,2061,,24,2004,25/06/2004,3,2,0,1,4,0,1,0,0,1,1,1,99,4,4,6,,1,1,0,0,0
45,195,8420,ARGHAKHANCHI,62,2059,,19,2002,05/09/2002,3,2,0,1,1,1,0,0,0,1,1,5,5,4,4,9,,1,1,0,0,0
45,196,5231,ARGHAKHANCHI,4,2062,,36,2005,25/06/2005,3,2,0,1,1,0,1,0,0,1,1,2,99,3,5,5,,1,1,0,0,0
45,197,793,ARGHAKHANCHI,36,2059,,26,2002,07/08/2002,3,2,0,1,1,1,0,0,0,1,1,5,5,3,5,9,,1,1,0,0,0
45,200,6145,ARGHAKHANCHI,45,2059,,41,2002,08/09/2002,3,2,2,1,1,0,1,0,0,1,1,1,99,3,7,3,,1,1,0,0,0
45,202,5347,ARGHAKHANCHI,41,2062,,23,2006,28/02/2006,3,2,0,1,1,0,1,0,0,1,5,2,99,5,6,6,,1,1,0,0,0
45,203,5343,ARGHAKHANCHI,41,2059,,28,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,9,2,99,3,4,5,,1,1,0,0,0
45,204,10816,ARGHAKHANCHI,50,2059,,19,2002,09/09/2002,3,2,1,3,9,1,0,0,0,1,1,2,5,4,4,9,,2,0,0,0,-88
45,205,147,ARGHAKHANCHI,48,2062,,22,2005,29/04/2005,3,2,0,1,4,0,1,0,0,2,1,1,99,4,5,6,,1,1,0,0,0
45,206,1657,ARGHAKHANCHI,43,2059,,36,2002,08/09/2002,3,2,1,1,1,0,1,0,0,1,1,1,99,5,5,5,,1,1,0,0,0
45,207,5883,ARGHAKHANCHI,45,2059,,63,2002,09/09/2002,3,2,2,1,1,1,0,0,0,1,1,2,5,5,8,1,,1,1,0,0,0
45,208,5924,ARGHAKHANCHI,45,2059,,17,2002,09/09/2002,3,2,2,1,2,1,0,0,1,2,1,5,99,5,6,1,,1,1,0,0,0
45,210,11531,ARGHAKHANCHI,18,2059,0,21,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,6,4,99,3,4,5,,1,1,0,0,0
45,211,3914,ARGHAKHANCHI,62,2059,,21,2002,09/09/2002,3,2,0,1,1,1,0,0,0,1,1,1,5,4,6,9,,1,1,0,0,0
45,212,5714,ARGHAKHANCHI,37,2059,,26,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,5,5,,1,1,0,0,0
45,213,7973,ARGHAKHANCHI,54,2059,,18,2002,05/08/2002,3,2,0,1,1,1,0,0,0,1,1,2,5,3,6,9,,1,1,0,0,0
45,214,4921,ARGHAKHANCHI,62,2059,,23,2002,08/09/2002,3,2,0,3,9,1,0,0,0,1,1,1,5,4,5,9,,2,0,0,0,-88
45,215,5500,ARGHAKHANCHI,37,2059,,25,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,2,4,6,,1,1,0,0,0
45,216,9811,ARGHAKHANCHI,34,2062,,32,2006,28/02/2006,3,2,0,1,1,0,1,0,0,1,1,1,99,2,5,6,,1,1,0,0,0
45,217,6352,ARGHAKHANCHI,45,2061,,10,2004,09/12/2004,3,2,2,1,6,0,0,1,0,2,10,2,99,4,6,15,,1,1,0,0,1
45,218,5502,ARGHAKHANCHI,37,2059,,44,2002,07/09/2002,3,2,0,1,1,0,1,0,0,1,1,2,99,2,4,6,,1,1,0,0,0
45,219,5457,ARGHAKHANCHI,50,2059,,22,2002,08/08/2002,3,2,1,1,1,1,0,0,0,2,1,5,5,4,6,9,,1,1,0,0,0
45,220,8225,ARGHAKHANCHI,62,2059,21,21,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,222,7702,ARGHAKHANCHI,45,2059,,63,2002,09/09/2002,3,2,2,1,1,1,0,0,0,1,1,2,5,4,7,1,,1,1,0,0,0
45,223,5196,ARGHAKHANCHI,69,2062,,14,2006,28/02/2006,3,2,0,1,1,1,0,0,1,2,1,5,5,4,5,9,,2,1,0,0,0
45,225,7503,ARGHAKHANCHI,62,2058,,18,2002,06/04/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,3,6,9,,1,1,0,0,0
45,227,5114,ARGHAKHANCHI,54,2061,,21,2005,28/03/2005,3,2,0,1,1,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
45,228,3265,ARGHAKHANCHI,42,2059,,33,2002,08/09/2002,3,2,1,1,1,0,1,0,0,1,1,5,99,3,4,5,,1,1,0,0,0
45,229,2280,ARGHAKHANCHI,38,2059,,15,2002,08/09/2002,3,2,0,1,1,1,0,0,1,2,3,2,5,4,7,9,,1,1,0,0,0
45,230,3938,ARGHAKHANCHI,59,2059,,22,2002,08/09/2002,3,2,0,1,1,1,0,0,0,6,1,1,5,5,9,9,,1,1,0,0,0
45,231,3267,ARGHAKHANCHI,39,2059,,34,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,2,99,3,5,5,,1,1,0,0,0
45,232,1287,ARGHAKHANCHI,40,2059,,30,2002,09/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,3,3,6,,2,1,0,0,0
45,234,5354,ARGHAKHANCHI,41,2059,,23,2002,08/09/2002,3,2,0,1,1,0,1,0,0,2,1,2,99,3,5,5,,1,1,0,0,0
45,235,10384,ARGHAKHANCHI,52,2062,29,29,2005,26/07/2005,3,2,0,1,1,1,0,0,0,1,10,2,5,5,9,9,,1,1,0,0,0
45,236,52,ARGHAKHANCHI,60,2058,,20,2001,29/10/2001,3,2,0,1,1,1,0,0,0,2,1,1,5,4,7,9,,3,1,0,0,0
45,237,2211,ARGHAKHANCHI,52,2059,,19,2002,08/09/2002,3,2,0,1,1,1,0,0,0,1,1,2,5,4,5,9,,1,1,0,0,0
45,238,6896,ARGHAKHANCHI,9,2062,,15,2005,20/07/2005,3,2,0,1,1,1,0,0,0,2,1,1,5,4,4,9,,1,1,1,0,0
45,239,9106,ARGHAKHANCHI,26,2059,,39,2002,08/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,2,3,5,,3,1,0,0,0
45,240,801,ARGHAKHANCHI,73,2059,,18,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,5,5,3,4,9,,1,1,0,0,0
45,242,2907,ARGHAKHANCHI,72,2060,,19,2004,20/03/2004,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,245,5267,ARGHAKHANCHI,26,2059,,35,2002,09/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,4,6,6,,1,1,0,0,0
45,246,8813,ARGHAKHANCHI,52,2059,,21,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,10,2,5,3,4,9,,1,1,0,0,0
45,247,11343,ARGHAKHANCHI,17,2062,,22,2005,25/06/2005,3,2,0,1,1,0,1,0,0,2,1,1,99,3,4,5,,2,1,0,0,0
45,249,1558,ARGHAKHANCHI,43,2058,,39,2001,06/08/2001,3,2,1,1,0,0,1,0,0,1,1,1,99,2,6,5,,2,1,0,0,0
45,250,11132,ARGHAKHANCHI,32,2055,,20,1999,07/04/1999,3,2,0,1,1,1,0,0,0,2,1,1,5,4,4,9,,2,1,0,0,0
45,251,10921,ARGHAKHANCHI,61,2059,,33,2002,28/10/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,4,5,,3,1,0,0,0
45,252,3542,ARGHAKHANCHI,33,2061,,25,2004,30/06/2004,3,2,0,1,1,1,0,0,0,1,2,2,5,3,4,9,,1,1,0,0,0
45,255,5020,ARGHAKHANCHI,15,2059,,34,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,5,4,5,,1,1,0,0,0
45,256,1350,ARGHAKHANCHI,66,2059,,19,2002,09/09/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,258,8918,ARGHAKHANCHI,52,2062,,28,2005,25/06/2005,3,2,0,1,1,1,0,0,0,1,10,2,5,3,4,9,,1,1,0,0,0
45,262,1312,ARGHAKHANCHI,44,2060,,24,2003,25/06/2003,3,2,1,1,1,0,1,0,0,1,8,4,99,3,4,5,,1,1,0,0,11
45,265,9173,ARGHAKHANCHI,26,2059,,22,2002,07/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,5,9,5,,1,1,0,0,0
45,266,2007,ARGHAKHANCHI,66,2060,,21,2004,21/03/2004,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,267,10249,ARGHAKHANCHI,52,2059,,37,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,4,6,9,,1,1,0,0,0
45,268,3082,ARGHAKHANCHI,53,2059,,20,2002,08/09/2002,3,2,0,1,1,1,0,0,0,1,1,5,5,3,6,9,,1,1,0,0,0
45,269,2608,ARGHAKHANCHI,34,2061,,20,2004,15/12/2004,3,2,0,1,1,0,1,0,0,1,3,2,99,3,4,6,,1,1,0,0,0
45,270,5889,ARGHAKHANCHI,45,2059,,8,2002,09/09/2002,3,2,2,1,6,0,0,1,0,2,1,1,99,5,6,15,,3,1,0,0,0
45,272,11643,ARGHAKHANCHI,63,2059,19,19,2002,09/09/2002,3,2,0,3,9,1,0,0,1,2,1,5,5,3,6,9,,1,0,0,0,-88
45,273,2452,ARGHAKHANCHI,52,2059,,19,2002,10/09/2002,3,2,0,1,1,1,0,0,0,2,1,2,5,4,6,9,,1,1,0,0,0
45,276,446,ARGHAKHANCHI,66,2062,,18,2006,27/01/2006,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,277,5690,ARGHAKHANCHI,37,2059,,19,2002,08/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,3,5,5,,1,1,0,0,0
45,279,6475,ARGHAKHANCHI,45,2059,,54,2002,08/09/2002,3,2,2,1,1,0,1,0,0,1,10,2,99,3,6,3,,1,1,0,0,0
45,281,1813,ARGHAKHANCHI,38,2059,28,28,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,9,5,,1,1,0,0,0
45,283,5713,ARGHAKHANCHI,58,2059,,22,2002,09/10/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,3,1,0,0,0
45,284,9323,ARGHAKHANCHI,21,2061,,23,2004,16/12/2004,3,2,0,1,1,0,1,0,0,1,1,2,99,4,7,6,,1,1,0,0,18
45,285,580,ARGHAKHANCHI,57,2059,,19,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,5,5,5,6,9,,1,1,0,0,0
45,287,4945,ARGHAKHANCHI,31,2059,,27,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,4,4,6,,1,1,0,0,0
45,288,5929,ARGHAKHANCHI,45,2059,,14,2002,09/09/2002,3,2,2,1,6,1,0,0,0,2,1,1,99,4,8,19,,1,1,0,0,0
45,289,5088,ARGHAKHANCHI,61,2059,,26,2002,08/09/2002,3,2,0,3,9,1,0,0,0,2,1,1,5,4,6,9,,1,0,0,0,-88
45,291,7687,ARGHAKHANCHI,5,2059,,21,2002,08/09/2002,3,2,0,1,1,0,1,0,0,6,5,2,99,5,9,5,,3,0,0,0,0
45,293,8412,ARGHAKHANCHI,41,2061,24,24,2004,15/12/2004,3,2,0,2,9,0,1,0,0,2,5,2,99,5,4,5,,1,0,1,0,-88
45,295,3233,ARGHAKHANCHI,42,2059,,20,2002,08/09/2002,3,2,1,1,1,0,1,0,0,1,1,1,99,4,4,5,,1,1,0,0,0
45,297,2630,ARGHAKHANCHI,69,2062,,17,2006,28/02/2006,3,2,0,1,1,1,0,0,0,2,1,1,5,3,4,9,,1,1,0,0,0
45,298,11528,ARGHAKHANCHI,18,2059,0,31,2002,14/09/2002,3,2,0,1,1,0,1,0,0,1,6,4,99,3,4,5,,1,1,0,0,0
45,299,6361,ARGHAKHANCHI,45,2061,0,9,2004,21/06/2004,3,2,2,1,6,0,0,1,0,2,10,2,99,5,8,19,,1,1,0,0,0
45,300,10831,ARGHAKHANCHI,61,2059,,21,2002,21/09/2002,3,2,0,1,1,1,0,0,0,6,1,1,5,5,9,9,,3,1,0,0,0
45,302,6714,ARGHAKHANCHI,50,2061,,21,2005,07/04/2005,3,2,1,1,1,1,0,0,0,2,1,2,5,3,5,9,,1,0,0,0,0
45,303,345,ARGHAKHANCHI,48,2059,21,21,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,5,5,4,4,9,,1,1,0,0,0
45,304,10135,ARGHAKHANCHI,50,2059,,22,2002,06/06/2002,3,2,1,1,1,1,0,0,0,2,5,2,5,4,6,9,,1,1,0,0,0
45,305,490,ARGHAKHANCHI,57,2059,,24,2002,08/09/2002,3,2,0,1,1,1,0,0,0,1,1,1,5,3,5,9,,1,1,0,0,0
45,306,6511,ARGHAKHANCHI,45,2062,,14,2005,24/12/2005,3,2,2,1,0,1,0,0,1,2,1,1,5,5,6,9,,1,1,0,0,0
45,308,1248,ARGHAKHANCHI,66,2062,,34,2006,28/02/2006,3,2,0,1,1,1,0,0,0,1,1,1,5,4,7,9,,1,0,0,0,0
45,309,5118,ARGHAKHANCHI,15,2061,,26,2004,23/12/2004,3,2,0,1,1,0,1,0,0,1,1,1,99,5,4,6,,1,1,0,0,0
45,310,4623,ARGHAKHANCHI,51,2059,,34,2002,08/09/2002,3,2,1,1,1,0,1,0,0,1,1,1,99,3,3,5,,3,1,0,0,0
45,311,656,ARGHAKHANCHI,36,2059,,27,2002,08/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,3,4,5,,1,1,0,0,0
45,312,978,ARGHAKHANCHI,57,2054,,28,1997,08/09/1997,3,2,0,1,1,0,1,0,0,1,1,1,99,3,5,6,,2,1,0,0,0
45,313,6474,ARGHAKHANCHI,54,2059,,21,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,2,5,9,,1,1,0,0,0
45,314,657,ARGHAKHANCHI,36,2059,,20,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,10,2,99,3,4,5,,1,1,0,0,0
45,316,381,ARGHAKHANCHI,55,2059,,30,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,3,4,6,,2,1,0,0,0
45,318,2475,ARGHAKHANCHI,52,2062,,18,2005,22/08/2005,3,2,0,1,1,1,0,0,0,2,1,2,5,4,9,9,,1,1,0,0,0
45,319,6485,ARGHAKHANCHI,45,2061,,44,2004,30/06/2004,3,2,2,1,1,1,0,0,0,1,1,5,99,4,8,1,,1,1,0,0,0
45,324,8294,ARGHAKHANCHI,33,2062,,22,2006,28/02/2006,3,2,0,1,0,0,1,0,0,2,2,2,99,3,5,5,,1,1,0,0,0
45,325,5598,ARGHAKHANCHI,37,2061,,21,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,1,99,2,5,6,,1,1,0,0,0
45,326,5220,ARGHAKHANCHI,41,2061,,23,2004,16/12/2004,3,2,0,1,1,0,1,0,0,1,10,2,99,3,5,6,,2,1,0,0,0
