sno,serialno,Computer_FileNO,IncidentDistrict,PermanentDistrict,year_INC_NEP,age_2,Age,Year,Event_Date,Region2,Region1,Mobility,IncidentOutcome,Killed_Type,By_State,By_Maoist,Other_Perpetrators,Gender,MaritalStatus,LanguageGroup,CasteGroup,Partyaffiliation,EconomicStatus,Education,OccupationCategory,Informer,LivelihoodDependence,Compensation,Displacement,DisplacementResettlement,IncidentVictim
43,8027,1538,PALPA,43,2059,,22,2002,26/07/2002,3,2,2,1,2,1,0,0,0,2,10,2,5,3,6,9,,1,1,0,0,0
43,8034,5867,PALPA,45,2062,,18,2005,15/06/2005,3,2,1,1,2,1,0,0,1,2,1,5,5,4,6,9,,1,1,0,0,0
43,8035,1601,PALPA,43,2061,,27,2005,24/02/2005,3,2,2,1,2,1,0,0,0,2,1,5,5,4,5,9,,1,1,0,0,0
43,8045,9356,PALPA,63,2059,,15,2002,23/08/2002,3,2,0,1,3,1,0,0,1,2,1,1,5,4,6,9,,1,1,0,0,0
43,8048,9105,PALPA,51,2062,,17,2006,25/01/2006,3,2,0,1,0,1,0,0,0,2,1,1,5,3,6,9,,1,1,0,0,0
43,8049,4632,PALPA,54,2061,22,22,2004,30/10/2004,3,2,0,1,2,1,0,0,0,2,1,1,5,3,4,9,,1,1,0,0,0
43,8051,5079,PALPA,69,2062,,19,2006,26/02/2006,3,2,0,1,2,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
43,8053,1650,PALPA,43,2058,,19,2002,01/04/2002,3,2,2,1,2,1,0,0,1,2,1,5,5,3,4,9,,1,1,0,0,0
43,8054,1216,PALPA,44,2059,,22,2002,07/11/2002,3,2,0,1,2,1,0,0,0,2,10,2,5,3,4,9,,1,1,0,0,2
43,8056,4950,PALPA,71,2062,,18,2006,26/02/2006,3,2,0,1,2,1,0,0,0,2,19,1,5,4,5,9,,1,1,0,0,0
43,8065,842,PALPA,36,2061,,23,2004,10/07/2004,3,2,1,1,2,1,0,0,0,6,1,5,5,4,6,9,,1,1,0,0,0
43,8066,3443,PALPA,43,2058,,21,2002,10/03/2002,3,2,2,1,3,1,0,0,1,2,1,1,5,3,5,9,,2,1,0,0,0
43,8069,7326,PALPA,62,2062,,15,2006,27/02/2006,3,2,0,1,2,1,0,0,1,2,1,1,5,4,5,9,,2,1,0,0,0
43,8079,1485,PALPA,43,2061,,35,2004,27/11/2004,3,2,2,1,2,1,0,0,0,1,1,2,5,3,3,9,,2,1,1,1,0
43,8080,1719,PALPA,43,2059,,19,2002,25/04/2002,3,2,2,1,2,1,0,0,0,2,1,2,5,5,4,9,,3,1,0,0,0
43,8082,3230,PALPA,53,2062,,20,2005,22/05/2005,3,2,0,1,2,1,0,0,0,1,1,5,5,4,5,9,,3,1,0,0,0
43,8088,1458,PALPA,43,2058,,46,2002,01/04/2002,3,2,2,1,2,1,0,0,0,1,1,1,5,2,4,9,,1,1,0,0,0
43,8089,9185,PALPA,51,2062,,16,2006,25/01/2006,3,2,0,1,2,1,0,0,0,2,1,2,5,3,4,9,,3,1,0,0,0
43,8093,1471,PALPA,43,2061,,16,2005,20/02/2005,3,2,2,1,2,1,0,0,0,2,10,2,99,3,5,15,,1,1,0,0,0
43,8098,2095,PALPA,47,2062,,26,2006,20/01/2006,3,2,0,1,2,1,0,0,0,2,10,2,5,3,4,9,,1,1,0,0,0
43,8100,6329,PALPA,45,2059,,14,2002,07/11/2002,3,2,1,1,2,1,0,0,0,2,1,2,99,4,5,15,,1,1,0,0,0
43,8104,1468,PALPA,43,2061,,19,2005,20/02/2005,3,2,2,1,2,1,0,0,0,2,10,2,99,5,5,15,,1,1,0,0,0
43,8111,1471,PALPA,43,2061,,14,2005,20/02/2005,3,2,2,1,2,1,0,0,0,2,10,2,99,5,4,15,,1,1,0,0,0
43,8112,6333,PALPA,45,2059,,42,2002,10/11/2002,3,2,1,1,2,1,0,0,0,1,1,2,99,5,9,1,,1,1,0,0,0
43,8118,865,PALPA,73,2062,,21,2006,26/02/2006,3,2,0,1,2,1,0,0,0,1,1,1,5,3,5,9,,1,1,0,0,0
48,8127,2107,PARVAT,47,2059,,21,2002,25/04/2002,3,2,1,1,0,0,0,1,0,2,10,2,5,4,5,9,,1,1,0,0,1
48,8131,7108,PARVAT,30,2060,,20,2003,17/05/2003,3,2,0,1,0,0,1,0,0,1,1,1,99,3,4,6,,2,1,0,0,0
48,8137,204,PARVAT,48,2058,,30,2002,28/02/2002,3,2,2,1,2,1,0,0,0,1,1,5,99,4,3,2,,1,1,0,0,0
48,8138,292,PARVAT,48,2059,26,26,2002,10/05/2002,3,2,2,1,2,1,0,0,0,2,1,1,99,4,3,9,,1,1,0,0,0
48,8142,255,PARVAT,48,2061,38,38,2004,04/09/2004,3,2,2,1,2,1,0,0,0,1,1,2,5,4,4,9,,1,1,0,0,0
48,8143,5298,PARVAT,37,2060,,19,2004,09/02/2004,3,2,0,1,2,1,0,0,1,2,1,1,5,3,7,9,,1,1,0,0,0
48,8144,3080,PARVAT,39,2058,,15,2002,10/02/2002,3,2,1,1,2,1,0,0,0,2,1,5,5,4,4,15,,1,1,0,0,0
48,8148,286,PARVAT,48,2060,15,15,2003,08/12/2003,3,2,2,1,2,1,0,0,1,2,1,1,5,4,6,9,,1,1,0,0,0
48,8150,192,PARVAT,48,2060,,31,2003,08/12/2003,3,2,2,1,2,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
48,8153,335,PARVAT,48,2059,21,21,2002,15/09/2002,3,2,2,1,2,1,0,0,1,2,1,1,5,4,4,9,,1,1,0,0,0
48,8158,155,PARVAT,48,2059,,22,2002,18/06/2002,3,2,2,1,2,1,0,0,0,6,1,1,5,4,3,9,,1,1,0,0,0
48,8163,828,PARVAT,40,2059,,24,2002,18/06/2002,3,2,1,1,2,1,0,0,1,2,1,1,5,3,3,9,,1,1,0,0,0
48,8164,6784,PARVAT,47,2059,32,32,2002,06/10/2002,3,2,1,1,2,0,1,0,0,1,1,1,99,3,4,6,,1,1,0,0,0
48,8165,211,PARVAT,48,2059,22,22,2002,10/09/2002,3,2,2,1,2,1,0,0,0,2,1,1,99,4,4,6,,1,1,0,0,0
48,8170,256,PARVAT,46,2061,,27,2004,07/07/2004,3,2,1,1,2,1,0,0,0,2,1,2,5,5,9,9,,1,1,0,0,0
48,8171,1872,PARVAT,66,2060,,30,2003,18/11/2003,3,2,0,1,0,0,1,0,0,1,1,1,99,2,3,5,,1,1,1,0,0
48,8173,1186,PARVAT,40,2059,,18,2002,02/06/2002,3,2,1,1,2,1,0,0,1,2,1,5,5,4,5,9,,2,1,0,0,0
48,8177,202,PARVAT,48,2058,,14,2002,06/01/2002,3,2,2,1,2,1,0,0,0,2,1,5,99,4,8,19,,1,1,0,0,0
51,8184,9139,PYUTHAN,51,2059,,36,2002,26/10/2002,4,2,2,1,2,1,0,0,0,1,1,9,5,3,4,9,,1,1,0,0,0
51,8187,4597,PYUTHAN,51,2059,,,2003,02/01/2003,4,2,2,1,3,0,1,0,0,2,1,1,99,4,5,19,1,1,0,0,0,0
51,8190,9238,PYUTHAN,51,2059,,24,2002,05/08/2002,4,2,2,1,2,1,0,0,1,1,1,2,5,4,9,9,,1,0,0,0,0
51,8193,9192,PYUTHAN,51,2058,49,49,2002,20/02/2002,4,2,2,1,2,0,1,0,0,1,1,1,99,4,5,19,,1,0,0,0,0
51,8196,9134,PYUTHAN,51,2059,24,24,2002,04/08/2002,4,2,2,1,2,1,0,0,0,2,1,5,5,4,7,9,,1,1,0,0,0
51,8197,8542,PYUTHAN,26,2059,,25,2003,24/01/2003,4,2,0,1,2,1,0,0,0,2,1,1,99,4,4,9,,2,1,0,0,0
51,8200,9116,PYUTHAN,51,2059,,24,2002,03/10/2002,4,2,2,1,2,1,0,0,0,1,1,1,5,3,9,9,,1,1,0,0,0
51,8201,10378,PYUTHAN,52,2059,,,2002,29/09/2002,4,2,1,1,2,1,0,0,0,2,1,2,5,3,6,9,,1,1,0,0,0
51,8202,8543,PYUTHAN,52,2059,,25,2002,20/09/2002,4,2,1,1,2,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
51,8209,4603,PYUTHAN,51,2061,,20,2003,22/01/2003,4,2,2,1,3,0,1,0,0,6,1,1,99,5,3,5,,1,0,0,0,0
51,8211,9132,PYUTHAN,51,2058,,16,2002,17/03/2002,4,2,2,1,2,1,0,0,1,2,10,2,5,4,7,9,,1,1,0,0,45
51,8213,9083,PYUTHAN,51,2059,23,23,2002,27/10/2002,4,2,2,1,2,1,0,0,0,6,1,5,5,5,5,9,,1,1,0,0,0
51,8215,9077,PYUTHAN,51,2056,,,2000,12/02/2000,4,2,2,1,2,1,0,0,0,2,1,2,5,3,5,19,,1,1,0,0,0
51,8216,9222,PYUTHAN,51,2062,,23,2006,05/01/2006,4,2,2,1,0,0,1,0,0,2,1,5,99,5,4,5,,1,1,0,0,0
51,8217,1203,PYUTHAN,44,2061,,31,2004,11/10/2004,4,2,0,1,2,1,0,0,0,1,10,2,5,3,4,1,,1,1,0,0,2
51,8223,9190,PYUTHAN,51,2052,,21,1996,03/03/1996,4,2,2,1,0,0,1,0,0,6,1,1,99,4,6,19,,3,1,0,0,0
51,8225,8743,PYUTHAN,55,2062,,37,2005,02/06/2005,4,2,0,1,3,0,1,0,0,1,1,5,99,3,4,5,,1,1,0,0,0
51,8226,6320,PYUTHAN,42,2059,,26,2003,29/01/2003,4,2,0,1,2,1,0,0,0,1,1,1,5,2,3,9,,1,1,0,0,0
51,8227,1263,PYUTHAN,40,2061,,31,2004,13/07/2004,4,2,0,1,0,0,1,0,0,1,1,1,99,3,4,6,,2,1,0,0,0
51,8228,9234,PYUTHAN,51,2058,,45,2002,22/01/2002,4,2,2,1,2,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
51,8230,3310,PYUTHAN,39,2059,,22,2003,29/01/2003,4,2,0,1,2,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
51,8233,9193,PYUTHAN,51,2059,36,36,2003,14/01/2003,4,2,2,1,2,0,1,0,0,1,1,1,99,4,4,19,1,1,0,0,0,0
51,8237,37,PYUTHAN,51,2059,,23,2002,11/06/2002,4,2,2,1,2,1,0,0,0,2,1,5,99,4,9,19,,3,1,0,0,0
51,8239,9096,PYUTHAN,51,2059,,35,2002,28/10/2002,4,2,2,1,2,1,0,0,0,6,10,2,5,5,5,9,,1,1,0,0,0
51,8241,9079,PYUTHAN,51,2059,,24,2002,05/05/2002,4,2,2,1,2,1,0,0,0,2,1,1,5,3,3,9,,1,1,0,0,0
51,8243,4802,PYUTHAN,54,2060,27,27,2004,12/04/2004,4,2,0,1,2,1,0,0,0,2,1,1,5,3,4,9,,1,1,0,0,0
51,8245,9100,PYUTHAN,51,2059,,16,2002,26/10/2002,4,2,2,1,2,1,0,0,0,6,1,1,5,5,9,9,,1,1,0,0,0
51,8247,1604,PYUTHAN,43,2058,,24,2002,28/01/2002,4,2,0,1,2,1,0,0,0,2,1,1,5,2,3,9,,1,1,0,0,-99
51,8252,1880,PYUTHAN,44,2061,,25,2004,07/12/2004,4,2,0,1,2,1,0,0,0,2,5,2,5,4,8,9,,1,1,0,0,0
51,8254,10654,PYUTHAN,52,2062,,18,2005,27/07/2005,4,2,1,1,3,0,1,0,0,1,1,2,99,3,5,19,,1,0,0,0,0
51,8263,2927,PYUTHAN,53,2058,,20,2001,23/11/2001,4,2,0,1,3,1,0,0,0,2,1,5,5,3,5,9,,3,0,0,0,0
51,8269,9150,PYUTHAN,51,2060,,20,2003,12/12/2003,4,2,2,1,2,1,0,0,0,2,10,2,99,3,4,1,,1,1,0,0,0
51,8271,9078,PYUTHAN,51,2058,,27,2002,30/01/2002,4,2,2,1,2,1,0,0,0,6,1,5,5,4,3,9,,1,1,0,0,0
51,8272,9122,PYUTHAN,51,2059,,32,2003,27/01/2003,4,2,2,1,2,1,0,0,0,2,1,2,99,4,6,19,,1,1,0,0,0
21,8282,10272,RAMECHHAP,21,2060,,47,2003,31/08/2003,2,2,2,1,3,0,1,0,0,1,1,1,3,2,7,1,,1,1,0,0,0
21,8297,10126,RAMECHHAP,21,2061,,22,2005,11/02/2005,2,2,2,1,2,1,0,0,0,2,1,1,5,2,4,9,,1,0,0,0,0
21,8304,10130,RAMECHHAP,21,2061,,25,2005,02/04/2005,2,2,2,1,2,1,0,0,0,1,1,1,5,4,7,9,,2,0,0,0,0
21,8306,7359,RAMECHHAP,33,,,17,2003,17/08/2003,2,2,1,1,2,1,0,0,1,2,2,2,5,4,6,9,,1,1,0,0,0
21,8307,10128,RAMECHHAP,21,2059,,25,2002,31/10/2002,2,2,2,1,2,1,0,0,0,2,1,1,5,2,7,9,,1,1,0,0,0
21,8311,9315,RAMECHHAP,21,2059,,28,2002,24/05/2002,2,2,2,1,2,1,0,0,0,1,3,2,5,4,9,9,,1,1,0,0,0
21,8315,8309,RAMECHHAP,33,2061,,15,2004,23/11/2004,2,2,1,1,2,1,0,0,0,2,1,2,5,4,6,1,,1,1,0,0,0
21,8318,9050,RAMECHHAP,21,,,31,2003,17/08/2003,2,2,2,1,3,0,1,0,0,1,3,2,99,4,7,1,,1,1,0,0,0
21,8322,8708,RAMECHHAP,21,2061,,24,2004,14/07/2004,2,2,2,1,2,1,0,0,0,1,1,1,5,4,3,9,,1,1,0,0,0
21,8325,1345,RAMECHHAP,28,,,27,2003,17/08/2003,2,2,0,1,2,1,0,0,1,1,1,1,5,3,4,9,,2,1,0,0,19
21,8327,9049,RAMECHHAP,21,2059,,43,2002,25/11/2002,2,2,2,1,2,1,0,0,0,1,1,2,99,4,7,1,,1,1,0,0,0
21,8328,9178,RAMECHHAP,21,2061,,39,2004,27/07/2004,2,2,2,1,2,1,0,0,0,1,1,1,5,4,7,9,,1,1,0,0,0
21,8331,10167,RAMECHHAP,21,2059,,28,2002,26/04/2002,2,2,2,1,2,1,0,0,0,1,2,2,5,2,4,9,,2,1,0,0,0
21,8332,10171,RAMECHHAP,21,,,24,2003,17/08/2003,2,2,2,1,2,1,0,0,0,2,1,1,5,4,4,4,,1,0,0,0,0
21,8337,9217,RAMECHHAP,21,2061,,15,2005,11/01/2005,2,2,2,1,0,1,0,0,0,2,1,2,99,4,5,2,,1,1,0,0,0
21,8338,10139,RAMECHHAP,21,2059,,14,2002,30/10/2002,2,2,2,1,2,1,0,0,0,2,1,2,99,2,7,1,,1,1,0,0,0
21,8339,9047,RAMECHHAP,21,2059,,17,2002,25/11/2002,2,2,2,1,2,1,0,0,0,2,3,2,99,4,7,15,,1,1,0,0,1
21,8340,4477,RAMECHHAP,15,2061,0,,2004,27/07/2004,2,2,1,1,2,1,0,0,0,2,3,2,5,3,6,9,,1,1,0,0,0
21,8351,9310,RAMECHHAP,21,2061,,42,2004,17/06/2004,2,2,2,1,2,1,0,0,0,1,1,1,5,4,3,9,,1,1,0,0,0
21,8369,11251,RAMECHHAP,17,,,22,2003,17/08/2003,2,2,0,1,2,1,0,0,0,2,1,5,5,4,5,9,,2,1,0,0,0
21,8371,9274,RAMECHHAP,21,2060,,19,2003,27/11/2003,2,2,2,1,2,1,0,0,0,2,1,1,5,2,5,9,,1,1,0,0,0
21,8373,10211,RAMECHHAP,21,2059,,42,2002,03/09/2002,2,2,2,1,3,0,1,0,0,1,3,2,99,2,4,19,1,1,1,1,1,0
21,8375,10136,RAMECHHAP,21,2059,,31,2002,30/10/2002,2,2,2,1,2,1,0,0,0,1,3,2,3,4,7,9,,1,1,0,0,0
21,8379,9276,RAMECHHAP,21,2061,,27,2004,31/08/2004,2,2,2,1,2,1,0,0,0,2,1,2,5,4,7,2,,1,1,0,0,0
21,8381,4213,RAMECHHAP,16,2059,,23,2002,12/10/2002,2,2,1,1,3,0,1,0,0,2,1,1,99,3,4,5,,3,0,0,0,0
21,8382,8702,RAMECHHAP,21,2061,,36,2004,17/06/2004,2,2,2,1,2,1,0,0,0,1,3,2,5,4,3,9,,1,1,0,0,3
21,8385,9227,RAMECHHAP,21,2059,,26,2002,24/10/2002,2,2,2,1,2,1,0,0,0,1,1,1,5,2,5,9,,1,1,0,0,0
21,8392,10225,RAMECHHAP,21,2060,,17,2003,03/06/2003,2,2,2,1,2,1,0,0,0,2,1,2,5,2,4,9,,1,1,0,0,0
21,8394,9302,RAMECHHAP,21,2061,,39,2004,31/07/2004,2,2,2,1,2,1,0,0,0,1,1,2,5,5,4,4,,1,1,0,0,0
21,8398,10132,RAMECHHAP,21,2059,,24,2003,20/03/2003,2,2,2,1,2,1,0,0,0,2,1,1,5,2,7,9,,1,1,0,0,0
21,8399,4390,RAMECHHAP,14,2053,0,,1997,03/01/1997,2,2,0,1,3,0,1,0,0,6,1,1,99,5,9,5,,3,1,1,0,0
21,8400,9100,RAMECHHAP,21,2061,,20,2004,14/07/2004,2,2,2,1,2,1,0,0,0,2,2,2,5,4,7,9,,1,1,0,0,0
21,8401,8696,RAMECHHAP,21,,,45,2003,17/08/2003,2,2,2,1,2,1,0,0,0,1,3,2,5,2,9,9,,1,1,0,0,18
21,8412,8564,RAMECHHAP,22,2060,,36,2003,14/09/2003,2,2,1,1,2,1,0,0,0,2,1,5,99,4,8,1,,3,0,0,0,0
21,8414,9766,RAMECHHAP,31,2060,,28,2004,12/04/2004,2,2,1,1,2,1,0,0,0,1,1,2,5,4,7,9,,1,1,0,0,19
21,8416,6335,RAMECHHAP,20,2059,,30,2002,20/12/2002,2,2,1,1,2,1,0,0,0,1,1,1,5,3,4,9,,1,1,1,0,0
21,8417,2650,RAMECHHAP,33,2062,,22,2005,01/08/2005,2,2,1,1,2,1,0,0,1,2,1,5,5,4,7,9,,3,1,0,0,0
21,8419,9750,RAMECHHAP,21,2059,0,,2003,02/02/2003,2,2,2,1,2,1,0,0,0,1,1,,99,4,7,14,,1,0,0,0,0
21,8427,5310,RAMECHHAP,22,2059,,17,2002,23/11/2002,2,2,1,1,2,1,0,0,1,2,1,1,5,3,4,9,,1,1,0,0,0
21,8428,8092,RAMECHHAP,31,2059,,31,2002,17/08/2002,2,2,1,1,3,0,1,0,0,1,1,1,1,3,3,4,,1,1,1,0,0
35,8430,1023,RASUWA,35,2059,,31,2003,02/01/2003,2,1,2,1,2,1,0,0,0,1,3,2,99,2,7,1,,1,1,0,0,0
35,8431,2379,RASUWA,34,2059,,26,2002,23/11/2002,2,1,1,1,2,1,0,0,0,2,3,2,99,4,3,9,,1,1,0,0,0
35,8432,9700,RASUWA,34,2058,,42,2002,24/02/2002,2,1,1,1,3,0,1,0,0,1,3,2,99,3,5,1,,1,1,0,0,0
35,8433,2465,RASUWA,34,2059,,18,2003,24/01/2003,2,1,1,1,2,1,0,0,0,2,3,2,5,4,4,1,,1,1,0,0,0
35,8434,2019,RASUWA,34,2059,,34,2002,28/12/2002,2,1,1,1,2,1,0,0,0,1,1,1,5,3,3,4,,1,1,0,0,0
35,8436,1927,RASUWA,34,2059,,53,2002,28/12/2002,2,1,1,1,2,1,0,0,0,1,3,2,99,2,3,4,,1,1,0,0,0
35,8439,2013,RASUWA,34,2062,,27,2005,08/11/2005,2,1,1,2,1,1,0,0,0,1,1,1,5,3,4,1,,1,1,0,0,-88
35,8441,9712,RASUWA,34,2062,,22,2005,08/11/2005,2,1,1,1,2,1,0,0,0,2,3,2,5,3,4,9,,1,1,0,0,0
35,8442,9698,RASUWA,34,2059,,36,2002,28/12/2002,2,1,1,1,2,1,0,0,0,1,1,1,5,3,9,1,,1,1,0,0,0
35,8443,986,RASUWA,35,2059,,32,2002,22/04/2002,2,1,2,1,2,1,0,0,0,1,1,2,5,3,4,4,,1,1,0,0,0
35,8444,8214,RASUWA,34,2060,,23,2003,27/10/2003,2,1,1,1,2,1,0,0,0,1,1,5,5,4,7,1,,3,1,0,0,0
35,8445,2571,RASUWA,34,2059,,18,2002,28/12/2002,2,1,1,1,2,1,0,0,1,1,1,1,99,3,4,19,,1,1,0,0,0
35,8447,1026,RASUWA,35,2059,,21,2002,21/11/2002,2,1,2,1,2,1,0,0,0,2,3,2,99,3,7,3,,1,1,0,0,0
35,8448,2372,RASUWA,34,2059,,50,2002,28/12/2002,2,1,1,1,2,1,0,0,0,1,1,1,5,3,5,1,,1,1,0,0,0
35,8451,2395,RASUWA,34,2059,,22,2002,28/12/2002,2,1,1,1,2,1,0,0,0,1,3,2,5,5,9,19,,1,1,0,0,0
35,8452,11087,RASUWA,32,2061,,26,2004,14/10/2004,2,1,1,1,2,1,0,0,1,2,4,2,5,4,5,9,,1,1,0,0,0
35,8453,981,RASUWA,35,2062,,22,2005,08/11/2005,2,1,2,1,2,1,0,0,0,1,1,2,5,3,5,9,,1,1,0,0,0
35,8455,8190,RASUWA,34,2061,,59,2005,27/01/2005,2,1,1,1,3,0,1,0,0,1,1,1,99,5,9,17,,1,0,0,0,0
35,8456,811,RASUWA,1,2057,,41,2000,17/10/2000,2,1,0,1,0,1,0,0,0,1,1,1,99,3,5,3,,1,1,0,0,0
35,8457,10700,RASUWA,32,2058,,20,2002,03/01/2002,2,1,1,1,2,1,0,0,0,2,1,2,5,4,4,15,,1,1,0,0,0
35,8458,9716,RASUWA,34,2059,,18,2002,28/12/2002,2,1,1,1,2,1,0,0,0,2,3,2,5,4,7,1,,1,1,0,0,0
35,8460,9530,RASUWA,27,2058,,48,2001,29/12/2001,2,1,0,1,2,1,0,0,0,1,3,2,5,3,1,4,,2,1,0,0,0
42,8467,3300,RUPANDEHI,42,2062,,28,2005,10/08/2005,3,1,2,1,2,1,0,0,0,1,9,4,5,4,4,1,,1,1,0,0,0
42,8470,4603,RUPANDEHI,51,2061,,20,2005,21/01/2005,3,1,0,1,3,0,1,0,0,6,1,1,99,5,3,5,,1,0,0,0,0
42,8474,4652,RUPANDEHI,22,2061,,21,2004,28/08/2004,3,1,0,1,0,0,1,0,0,2,1,1,99,2,3,6,,1,1,0,0,0
42,8480,9147,RUPANDEHI,21,2060,,21,2003,02/08/2003,3,1,0,1,2,0,1,0,0,1,1,1,99,4,5,6,,2,1,0,0,0
42,8482,3234,RUPANDEHI,39,2060,,25,2003,11/12/2003,3,1,0,1,2,1,0,0,0,2,1,1,5,3,3,9,,1,0,0,0,0
42,8493,4154,RUPANDEHI,41,2061,,24,2004,02/11/2004,3,1,1,1,0,0,1,0,0,1,9,1,99,3,5,5,,1,1,0,0,0
42,8498,6338,RUPANDEHI,42,2059,,22,2002,16/05/2002,3,1,2,1,2,1,0,0,0,2,1,1,5,3,4,9,,2,1,0,0,0
42,8505,11316,RUPANDEHI,42,2061,,18,2004,02/10/2004,3,1,2,1,2,1,0,0,0,2,5,2,5,3,6,9,,1,1,0,0,0
42,8506,9336,RUPANDEHI,42,2061,,38,2004,29/08/2004,3,1,2,1,0,0,1,0,0,1,1,1,99,4,4,17,,1,0,1,1,0
42,8507,3345,RUPANDEHI,42,2060,,24,2003,29/05/2003,3,1,2,1,2,1,0,0,0,1,9,4,5,4,6,9,,1,1,0,0,0
42,8517,1301,RUPANDEHI,72,2061,,21,2004,28/08/2004,3,1,0,1,0,0,1,0,0,2,1,1,99,3,4,6,,1,1,0,0,0
42,8519,5062,RUPANDEHI,41,2062,,29,2005,27/05/2005,3,1,1,1,0,0,1,0,0,1,5,2,99,3,5,5,,1,1,0,0,0
42,8520,11570,RUPANDEHI,42,2061,,48,2005,22/02/2005,3,1,2,1,0,0,1,0,0,1,16,6,7,2,3,3,1,1,1,0,0,0
42,8521,6534,RUPANDEHI,45,2060,,34,2004,29/02/2004,3,1,1,1,0,1,0,0,0,2,1,1,99,3,3,1,,1,1,0,0,0
42,8522,3391,RUPANDEHI,42,2058,,26,2002,14/03/2002,3,1,2,1,3,1,0,0,1,2,1,1,5,4,2,3,,1,1,0,0,2
42,8525,1274,RUPANDEHI,28,2059,,24,2002,07/09/2002,3,1,0,1,0,0,1,0,0,1,1,1,99,2,5,5,,1,1,0,0,0
42,8533,2062,RUPANDEHI,10,2062,0,,2006,06/01/2006,3,1,0,1,0,0,1,0,0,1,1,2,99,3,4,5,,1,0,0,0,0
42,8534,11309,RUPANDEHI,42,2062,,50,2005,29/08/2005,3,1,2,1,0,0,1,0,0,1,16,6,99,1,3,17,1,2,1,0,0,0
42,8540,239,RUPANDEHI,48,2061,29,29,2005,29/03/2005,3,1,0,1,2,0,1,0,0,1,1,5,99,4,5,6,,1,1,0,0,0
42,8543,11166,RUPANDEHI,65,2061,,49,2005,27/02/2005,3,1,0,1,0,0,1,0,0,1,1,1,99,2,3,5,,2,1,0,0,0
42,8547,11368,RUPANDEHI,42,2060,,29,2003,16/09/2003,3,1,2,1,0,0,1,0,0,1,1,4,7,2,3,17,,1,1,0,0,0
42,8552,3376,RUPANDEHI,41,2062,,30,2005,02/05/2005,3,1,1,1,3,0,1,0,1,1,1,2,99,4,7,17,1,2,1,0,0,0
42,8553,3405,RUPANDEHI,42,2060,,25,2003,19/06/2003,3,1,2,1,3,0,1,0,0,1,1,1,99,4,4,5,,2,1,1,1,0
42,8557,6326,RUPANDEHI,42,2061,,25,2004,29/08/2004,3,1,2,1,2,1,0,0,0,2,9,4,5,4,5,1,,2,0,0,0,0
42,8558,6306,RUPANDEHI,42,2061,,67,2005,03/03/2005,3,1,2,1,0,0,1,0,0,1,2,2,99,3,5,1,,2,1,0,0,0
42,8564,9344,RUPANDEHI,42,2060,,18,2004,29/02/2004,3,1,2,1,2,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
42,8566,8110,RUPANDEHI,26,2061,,30,2004,06/12/2004,3,1,0,1,2,1,0,0,0,2,1,1,5,2,2,9,,1,1,0,0,0
42,8567,9836,RUPANDEHI,42,,,24,2002,13/06/2002,3,1,2,1,2,1,0,0,0,1,1,1,5,2,2,9,,2,1,0,0,1
42,8575,1902,RUPANDEHI,44,2060,,35,2004,20/02/2004,3,1,1,1,2,1,0,0,0,1,5,2,5,3,6,9,,1,1,0,0,3
42,8579,1575,RUPANDEHI,43,2061,,36,2004,04/11/2004,3,1,1,1,3,0,1,0,0,1,1,5,99,3,5,5,,1,1,0,0,0
42,8581,6868,RUPANDEHI,72,2061,,49,2005,27/02/2005,3,1,0,1,0,0,1,0,0,1,1,1,99,4,9,5,,1,1,0,0,0
42,8582,8495,RUPANDEHI,26,2060,,20,2003,31/10/2003,3,1,0,1,2,1,0,0,0,2,1,5,5,4,6,9,,1,1,0,0,0
42,8585,9334,RUPANDEHI,42,2061,,38,2004,29/12/2004,3,1,2,1,0,0,1,0,0,1,16,6,99,3,7,1,,1,1,0,0,0
42,8588,3392,RUPANDEHI,42,2059,,21,2002,15/08/2002,3,1,2,1,0,0,1,0,0,1,9,5,99,4,8,1,,1,0,0,0,0
42,8589,5487,RUPANDEHI,56,2060,,22,2003,21/11/2003,3,1,0,1,0,0,1,0,0,1,1,2,99,2,6,5,,1,1,0,0,0
42,8593,3372,RUPANDEHI,42,2062,,35,2005,29/06/2005,3,1,2,1,2,1,0,0,0,1,9,4,5,3,7,9,,1,1,0,0,0
42,8597,3435,RUPANDEHI,43,2062,,32,2005,28/07/2005,3,1,1,1,0,0,1,0,0,1,1,2,99,5,9,5,,1,1,0,0,0
42,8599,6317,RUPANDEHI,42,2061,,23,2004,29/08/2004,3,1,2,1,2,1,0,0,0,1,9,4,5,4,7,9,,1,1,0,0,0
42,8602,3113,RUPANDEHI,42,2061,,42,2004,12/07/2004,3,1,2,1,0,0,1,0,0,1,9,4,99,4,6,5,,1,1,0,0,0
42,8605,3235,RUPANDEHI,39,2061,,33,2004,25/11/2004,3,1,0,1,2,1,0,0,0,1,1,1,5,3,3,9,,1,1,0,0,0
42,8609,3429,RUPANDEHI,42,2061,,35,2004,29/08/2004,3,1,2,1,3,0,1,0,0,1,2,2,99,3,4,17,1,1,1,1,1,0
